ukprn,institution,subject,level,question,A_STRONGLY_DISAGREE,A_DISAGREE,A_NEUTRAL,A_AGREE,A_STRONGLY_AGREE,A_NA,CI_MIN,score,CI_MAX,response,sample,aggregate
10001478,"City University, London",(C) Law,First degree,Q21,5,4,24,42,25,1,56,67,76,113,167,NULL
10001478,"City University, London",(C) Law,First degree,Q22,5,15,11,49,20,0,59,69,78,114,167,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q01,1,3,7,55,34,0,84,89,92,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q02,2,7,20,45,27,0,66,72,77,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q03,1,3,10,46,40,0,81,86,90,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q04,2,3,13,35,47,0,77,83,87,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q05,3,9,12,41,35,0,70,76,81,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q06,3,5,14,42,36,0,72,77,82,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q07,4,12,15,41,28,3,63,69,75,320,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q08,5,12,22,37,24,1,55,61,67,322,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q09,4,14,24,32,26,4,52,58,64,319,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q10,1,6,18,39,36,2,69,75,80,321,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q11,0,7,7,36,49,1,81,86,90,322,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q12,3,9,16,38,34,8,66,72,77,315,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q13,2,6,10,35,48,1,77,83,87,322,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q14,2,7,7,30,54,0,80,85,89,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q15,2,4,11,37,46,0,78,83,87,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q16,1,7,11,35,46,0,75,81,85,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q17,2,4,9,36,50,5,81,86,90,318,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q18,2,7,12,38,41,20,73,78,83,303,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q19,2,5,14,41,38,2,74,79,84,321,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q20,2,3,14,35,45,1,75,81,85,322,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q21,2,3,13,42,41,0,78,83,87,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,First degree,Q22,2,2,6,42,48,0,85,89,93,323,481,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q01,0,0,8,84,8,0,73,92,98,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q02,0,8,8,76,8,0,63,84,94,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q03,0,4,8,48,40,0,68,88,96,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q04,16,8,24,40,12,0,32,52,72,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q05,0,0,12,72,16,0,68,88,96,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q06,4,4,8,68,16,0,63,84,94,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q07,8,12,12,48,20,0,46,68,84,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q08,0,16,16,56,12,0,46,68,84,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q09,4,24,28,40,4,0,25,44,65,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q10,16,4,8,56,16,0,50,72,87,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q11,8,8,20,40,24,0,43,64,81,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q12,8,0,24,56,12,0,46,68,84,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q13,12,4,12,60,12,0,50,72,87,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q14,0,16,16,52,16,0,46,68,84,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q15,8,24,16,36,16,0,32,52,72,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q16,8,16,16,52,8,0,39,60,78,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q17,4,8,25,46,17,1,41,63,80,24,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q18,4,4,25,50,17,1,45,67,83,24,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q19,4,16,24,36,20,0,35,56,75,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q20,4,12,28,28,28,0,35,56,75,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q21,4,8,40,24,24,0,28,48,68,25,34,NULL
10001478,"City University, London",(D) Business and Administrative studies,Other undergraduate,Q22,8,16,12,52,12,0,43,64,81,25,34,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q01,2,15,7,64,13,0,63,77,86,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q02,2,3,25,62,9,0,57,70,81,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q03,0,5,26,49,20,0,56,70,81,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q04,0,8,23,50,19,0,55,69,80,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q05,9,27,20,34,9,0,31,43,57,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q06,9,19,26,42,4,1,33,46,60,71,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q07,16,18,37,24,5,0,19,29,43,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q08,7,23,23,37,10,0,34,47,61,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q09,10,17,28,38,8,0,33,45,59,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q10,3,9,19,58,10,0,55,69,80,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q11,2,5,14,49,29,0,66,79,88,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q12,7,4,32,41,15,0,43,57,69,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q13,6,13,23,40,18,0,44,58,70,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q14,12,38,16,28,6,0,23,34,48,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q15,21,26,18,32,2,0,23,34,48,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q16,8,9,13,55,16,3,57,71,82,69,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q17,6,13,13,48,19,1,53,67,79,71,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q18,12,11,16,33,28,1,47,61,73,71,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q19,0,7,13,56,23,0,67,80,89,72,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q20,0,1,9,50,40,1,78,90,96,71,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q21,0,2,16,50,31,1,69,81,90,71,83,NULL
10001478,"City University, London",(E) Mass Communications and Documentation,First degree,Q22,3,5,19,58,15,0,59,73,83,72,83,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q01,4,0,4,65,27,0,74,92,98,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q02,4,0,4,58,35,0,74,92,98,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q03,4,0,0,31,65,0,79,96,99,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q04,4,4,8,38,46,0,64,85,94,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q05,4,8,8,54,27,0,60,81,92,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q06,4,8,23,54,12,0,44,65,82,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q07,4,19,12,38,27,0,44,65,82,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q08,4,4,19,42,31,0,52,73,87,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q09,8,8,23,42,19,0,41,62,79,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q10,0,8,8,50,35,0,64,85,94,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q11,0,4,4,38,54,0,74,92,98,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q12,8,4,12,28,48,1,54,76,89,25,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q13,4,15,12,38,31,0,48,69,85,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q14,8,15,15,38,23,0,41,62,79,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q15,15,12,19,42,12,0,34,54,73,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q16,12,23,8,42,15,0,37,58,76,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q17,8,12,0,54,27,0,60,81,92,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q18,8,8,12,52,20,1,50,72,87,25,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q19,4,8,23,31,35,0,44,65,82,26,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q20,0,12,12,44,32,1,54,76,89,25,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q21,12,8,4,40,36,1,54,76,89,25,33,NULL
10001478,"City University, London",(H) Creative Arts and Design,First degree,Q22,4,8,8,46,35,0,60,81,92,26,33,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q01,2,5,11,52,32,0,71,83,91,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q02,2,2,11,40,46,1,74,86,93,65,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q03,3,6,11,35,45,0,68,80,89,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q04,2,3,11,48,36,0,73,85,92,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q05,2,5,12,38,44,0,70,82,90,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q06,5,5,18,36,36,0,60,73,83,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q07,3,6,11,42,38,0,68,80,89,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q08,3,5,14,33,45,0,66,79,88,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q09,6,6,14,38,36,0,61,74,84,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q10,2,8,11,44,36,0,68,80,89,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q11,2,6,12,38,42,0,68,80,89,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q12,3,5,14,39,39,0,66,79,88,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q13,5,2,12,44,38,0,70,82,90,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q14,0,14,15,36,35,0,58,71,82,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q15,5,8,11,50,27,0,64,77,86,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q16,0,0,3,20,77,0,88,97,99,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q17,2,0,3,32,64,0,86,95,99,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q18,2,2,8,38,52,0,78,89,95,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q19,2,6,11,42,39,0,70,82,90,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q20,2,5,8,44,42,0,75,86,93,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q21,2,5,12,38,44,0,70,82,90,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,First degree,Q22,3,6,9,39,42,0,70,82,90,66,74,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q01,0,4,9,46,41,0,75,88,94,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q02,0,4,9,45,43,0,75,88,94,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q03,0,2,5,39,54,0,82,93,97,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q04,0,5,9,41,45,0,73,86,93,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q05,0,2,7,34,57,0,79,91,96,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q06,2,4,9,32,54,0,73,86,93,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q07,0,5,14,36,45,0,67,80,89,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q08,0,4,5,32,59,0,79,91,96,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q09,2,4,11,34,50,0,71,84,92,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q10,0,9,7,30,54,0,71,84,92,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q11,0,7,5,34,54,0,75,88,94,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q12,0,4,13,38,45,1,70,84,92,55,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q13,4,4,7,45,41,0,73,86,93,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q14,0,5,14,32,48,0,67,80,89,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q15,4,9,11,41,36,0,63,77,87,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q16,0,0,9,34,57,0,79,91,96,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q17,0,2,7,45,46,0,79,91,96,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q18,4,4,11,38,44,1,68,82,90,55,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q19,0,7,13,32,48,0,67,80,89,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q20,2,9,11,25,54,0,65,79,88,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q21,0,7,18,25,50,0,61,75,85,56,69,NULL
10001503,Cleveland College of Art and Design,(H) Creative Arts and Design,Other undergraduate,Q22,2,5,5,30,57,0,75,88,94,56,69,NULL
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q01,0,4,17,70,9,0,56,78,91,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q02,0,9,4,74,13,0,65,87,96,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q03,0,0,4,70,26,0,76,96,99,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q04,0,0,4,78,17,0,76,96,99,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q05,0,9,13,48,30,0,56,78,91,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q06,9,4,4,52,30,0,60,83,94,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q07,0,9,13,52,26,0,56,78,91,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q08,0,4,9,22,65,0,65,87,96,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q09,0,5,27,36,32,1,45,68,85,22,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q10,4,0,9,61,26,0,65,87,96,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q11,4,0,4,39,52,0,71,91,98,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q12,4,0,9,52,35,0,65,87,96,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q13,0,9,9,39,43,0,60,83,94,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q14,0,5,9,45,41,1,64,86,96,22,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q15,0,9,17,43,30,0,51,74,88,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q16,9,4,9,35,43,0,56,78,91,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q17,9,4,0,39,48,0,65,87,96,23,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q18,10,10,15,25,40,3,41,65,83,20,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q19,0,5,0,55,41,1,76,95,99,22,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q20,0,0,5,19,76,2,75,95,99,21,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q21,0,5,0,36,59,1,76,95,99,22,37,Y
10001535,Colchester Institute,(D) Business and Administrative studies,Other undergraduate,Q22,0,4,13,43,39,0,60,83,94,23,37,Y
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q01,0,6,3,53,39,0,82,92,96,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q02,1,3,1,46,49,0,85,94,98,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q03,0,3,1,31,65,0,87,96,99,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q04,1,3,13,44,39,0,72,83,91,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q05,3,6,8,40,43,0,72,83,91,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q06,6,3,11,44,36,0,69,81,89,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q07,3,4,11,49,33,0,70,82,90,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q08,0,1,11,44,43,0,77,88,94,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q09,1,0,13,49,38,0,75,86,93,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q10,1,1,7,49,42,0,80,90,96,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q11,1,3,8,38,50,0,77,88,94,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q12,1,7,6,50,36,0,75,86,93,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q13,0,7,3,52,38,1,80,90,95,71,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q14,1,10,13,43,33,0,64,76,85,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q15,1,11,8,53,26,0,67,79,88,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q16,4,8,7,42,39,0,69,81,89,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q17,1,11,14,44,29,0,61,74,83,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q18,4,13,10,37,37,1,61,73,83,71,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q19,3,4,7,40,46,0,75,86,93,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q20,0,1,13,31,55,1,75,86,93,71,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q21,1,4,15,32,46,1,67,79,87,71,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,First degree,Q22,1,3,7,44,44,0,78,89,95,72,101,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q01,3,10,13,42,32,0,55,74,87,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q02,3,10,13,39,35,0,55,74,87,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q03,0,13,0,32,55,0,69,87,95,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q04,6,6,10,45,32,0,58,77,89,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q05,19,6,10,39,26,0,45,65,80,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q06,13,10,10,39,29,0,48,68,83,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q07,10,6,13,45,26,0,51,71,85,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q08,3,10,19,39,29,0,48,68,83,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q09,10,13,19,19,39,0,39,58,75,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q10,3,16,13,32,35,0,48,68,83,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q11,3,19,3,42,32,0,55,74,87,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q12,6,19,23,23,29,0,33,52,70,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q13,6,16,16,39,23,0,42,61,78,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q14,10,16,16,32,26,0,39,58,75,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q15,16,16,10,32,26,0,39,58,75,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q16,0,13,6,32,48,0,62,81,92,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q17,0,10,0,39,52,0,73,90,97,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q18,3,13,6,39,39,0,58,77,89,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q19,6,10,10,35,39,0,55,74,87,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q20,3,3,16,35,42,0,58,77,89,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q21,6,10,19,29,35,0,45,65,80,31,58,NULL
10001535,Colchester Institute,(H) Creative Arts and Design,Other undergraduate,Q22,16,6,16,26,35,0,42,61,78,31,58,NULL
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q01,3,6,10,39,42,0,62,81,92,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q02,3,6,13,35,42,0,58,77,89,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q03,3,6,10,35,45,0,62,81,92,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q04,3,3,19,32,42,0,55,74,87,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q05,3,0,13,39,45,0,65,84,93,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q06,3,3,6,52,35,0,69,87,95,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q07,6,0,6,35,52,0,69,87,95,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q08,3,0,3,42,52,0,77,94,98,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q09,3,0,6,35,55,0,73,90,97,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q10,10,10,7,33,40,1,54,73,87,30,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q11,10,3,10,26,52,0,58,77,89,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q12,10,10,6,35,39,0,55,74,87,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q13,3,6,6,35,48,0,65,84,93,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q14,3,10,6,32,48,0,62,81,92,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q15,10,10,3,35,42,0,58,77,89,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q16,3,3,6,45,42,0,69,87,95,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q17,3,6,3,48,39,0,69,87,95,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q18,16,3,13,35,32,0,48,68,83,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q19,10,0,10,35,45,0,62,81,92,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q20,10,0,3,42,45,0,69,87,95,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q21,10,0,13,29,48,0,58,77,89,31,38,Y
10001549,The College of North West London,(8) Computer Science,Other undergraduate,Q22,6,6,3,42,42,0,65,84,93,31,38,Y
10001653,Conservatoire for Dance and Drama,(H) Creative Arts and Design,First degree,Q01,1,1,8,45,45,0,83,91,95,106,186,NULL
10001653,Conservatoire for Dance and Drama,(H) Creative Arts and Design,First degree,Q02,1,0,6,36,58,0,86,93,97,106,186,NULL
10001653,Conservatoire for Dance and Drama,(H) Creative Arts and Design,First degree,Q03,0,2,5,33,60,0,86,93,97,106,186,NULL
10001653,Conservatoire for Dance and Drama,(H) Creative Arts and Design,First degree,Q04,2,8,7,30,53,1,75,84,90,105,186,NULL
10001653,Conservatoire for Dance and Drama,(H) Creative Arts and Design,First degree,Q05,8,15,19,34,24,6,47,58,68,100,186,NULL
10001653,Conservatoire for Dance and Drama,(H) Creative Arts and Design,First degree,Q06,7,14,20,40,18,8,47,58,68,98,186,NULL
