SPR_CODE,MOD_CODE,AYR_CODE,PSL_CODE,QUE_CODE,RES_VALU
50203093,CSN08101,2016/7,TR1,1.6,5
50203093,CSN08101,2016/7,TR1,1.7,4
50203093,CSN08101,2016/7,TR1,1.8,5
50203093,CSN08101,2016/7,TR1,1.9,5
50203093,CSN08101,2016/7,TR1,2.1,2
50203093,CSN08101,2016/7,TR1,2.2,5
50203093,CSN08101,2016/7,TR1,2.3,5
50203093,CSN08101,2016/7,TR1,2.4,2
50203093,CSN08101,2016/7,TR1,2.5,2
50203093,CSN08101,2016/7,TR1,3.1,5
50203093,CSN08101,2016/7,TR1,3.2,2
50203093,CSN08101,2016/7,TR1,3.3,4
50203093,CSN08101,2016/7,TR1,3.4,2
50203093,CSN08101,2016/7,TR1,4.1,5
50203093,INF08104,2016/7,TR1,1.1,5
50203093,INF08104,2016/7,TR1,1.2,5
50203093,INF08104,2016/7,TR1,1.3,4
50203093,INF08104,2016/7,TR1,1.4,5
50203093,INF08104,2016/7,TR1,1.5,4
50203093,INF08104,2016/7,TR1,1.6,5
50203093,INF08104,2016/7,TR1,1.7,2
50203093,INF08104,2016/7,TR1,1.8,4
50203093,INF08104,2016/7,TR1,1.9,5
50203093,INF08104,2016/7,TR1,2.1,2
50203093,INF08104,2016/7,TR1,2.2,5
50203093,INF08104,2016/7,TR1,2.3,5
50203093,INF08104,2016/7,TR1,2.4,5
50203093,INF08104,2016/7,TR1,2.5,5
50203093,INF08104,2016/7,TR1,3.1,5
50203093,INF08104,2016/7,TR1,3.2,2
50203093,INF08104,2016/7,TR1,3.3,5
50203093,INF08104,2016/7,TR1,3.4,2
50203093,INF08104,2016/7,TR1,4.1,2
50203093,SET08115,2016/7,TR1,1.1,5
50203093,SET08115,2016/7,TR1,1.2,5
50203093,SET08115,2016/7,TR1,1.3,2
50203093,SET08115,2016/7,TR1,1.4,5
50203093,SET08115,2016/7,TR1,1.5,5
50203093,SET08115,2016/7,TR1,1.6,4
50203093,SET08115,2016/7,TR1,1.7,5
50203093,SET08115,2016/7,TR1,1.8,4
50203093,SET08115,2016/7,TR1,1.9,4
50203093,SET08115,2016/7,TR1,2.1,5
50203093,SET08115,2016/7,TR1,2.2,2
50203093,SET08115,2016/7,TR1,2.3,2
50203093,SET08115,2016/7,TR1,2.4,5
50203093,SET08115,2016/7,TR1,2.5,2
50203093,SET08115,2016/7,TR1,3.1,5
50203093,SET08115,2016/7,TR1,3.2,5
50203093,SET08115,2016/7,TR1,3.3,5
50203093,SET08115,2016/7,TR1,3.4,4
50203093,SET08115,2016/7,TR1,4.1,5
50203102,CSN08101,2016/7,TR1,1.1,5
50203102,CSN08101,2016/7,TR1,1.2,5
50203102,CSN08101,2016/7,TR1,1.3,2
50203102,CSN08101,2016/7,TR1,1.4,5
50203102,CSN08101,2016/7,TR1,1.5,2
50203102,CSN08101,2016/7,TR1,1.6,4
50203102,CSN08101,2016/7,TR1,1.7,2
50203102,CSN08101,2016/7,TR1,1.8,5
50203102,CSN08101,2016/7,TR1,1.9,5
50203102,CSN08101,2016/7,TR1,2.1,4
50203102,CSN08101,2016/7,TR1,2.2,4
50203102,CSN08101,2016/7,TR1,2.3,5
50203102,CSN08101,2016/7,TR1,2.4,2
50203102,CSN08101,2016/7,TR1,2.5,5
50203102,CSN08101,2016/7,TR1,3.1,5
50203102,CSN08101,2016/7,TR1,3.2,4
50203102,CSN08101,2016/7,TR1,3.3,4
50203102,CSN08101,2016/7,TR1,3.4,4
50203102,CSN08101,2016/7,TR1,4.1,2
50203102,INF08104,2016/7,TR1,1.1,4
50203102,INF08104,2016/7,TR1,1.2,5
50203102,INF08104,2016/7,TR1,1.3,5
50203102,INF08104,2016/7,TR1,1.4,5
50203102,INF08104,2016/7,TR1,1.5,5
50203102,INF08104,2016/7,TR1,1.6,2
50203102,INF08104,2016/7,TR1,1.7,5
50203102,INF08104,2016/7,TR1,1.8,5
50203102,INF08104,2016/7,TR1,1.9,5
50203102,INF08104,2016/7,TR1,2.1,5
50203102,INF08104,2016/7,TR1,2.2,2
50203102,INF08104,2016/7,TR1,2.3,5
50203102,INF08104,2016/7,TR1,2.4,4
50203102,INF08104,2016/7,TR1,2.5,4
50203102,INF08104,2016/7,TR1,3.1,5
50203102,INF08104,2016/7,TR1,3.2,4
50203102,INF08104,2016/7,TR1,3.3,5
50203102,INF08104,2016/7,TR1,3.4,4
50203102,INF08104,2016/7,TR1,4.1,5
50203102,SET08115,2016/7,TR1,1.1,5
50203102,SET08115,2016/7,TR1,1.2,5
50203102,SET08115,2016/7,TR1,1.3,2
50203102,SET08115,2016/7,TR1,1.4,2
50203102,SET08115,2016/7,TR1,1.5,5
50203102,SET08115,2016/7,TR1,1.6,5
50203102,SET08115,2016/7,TR1,1.7,5
50203102,SET08115,2016/7,TR1,1.8,4
50203102,SET08115,2016/7,TR1,1.9,5
50203102,SET08115,2016/7,TR1,2.1,5
50203102,SET08115,2016/7,TR1,2.2,5
50203102,SET08115,2016/7,TR1,2.3,5
50203102,SET08115,2016/7,TR1,2.4,5
50203102,SET08115,2016/7,TR1,2.5,2
50203102,SET08115,2016/7,TR1,3.1,5
50203102,SET08115,2016/7,TR1,3.2,2
50203102,SET08115,2016/7,TR1,3.3,4
50203102,SET08115,2016/7,TR1,3.4,2
50203102,SET08115,2016/7,TR1,4.1,4
50203120,IMD09104,2016/7,TR1,1.1,5
50203120,IMD09104,2016/7,TR1,1.2,5
50203120,IMD09104,2016/7,TR1,1.3,5
50203120,IMD09104,2016/7,TR1,1.4,5
50203120,IMD09104,2016/7,TR1,1.5,5
50203120,IMD09104,2016/7,TR1,1.6,5
50203120,IMD09104,2016/7,TR1,1.7,5
50203120,IMD09104,2016/7,TR1,1.8,5
50203120,IMD09104,2016/7,TR1,1.9,2
50203120,IMD09104,2016/7,TR1,2.1,4
50203120,IMD09104,2016/7,TR1,2.2,4
50203120,IMD09104,2016/7,TR1,2.3,4
50203120,IMD09104,2016/7,TR1,2.4,4
50203120,IMD09104,2016/7,TR1,2.5,5
50203120,IMD09104,2016/7,TR1,3.1,2
50203120,IMD09104,2016/7,TR1,3.2,5
50203120,IMD09104,2016/7,TR1,3.3,5
50203120,IMD09104,2016/7,TR1,3.4,4
50203120,IMD09104,2016/7,TR1,4.1,5
50203120,INF09114,2016/7,TR1,1.1,5
50203120,INF09114,2016/7,TR1,1.2,5
50203120,INF09114,2016/7,TR1,1.3,5
50203120,INF09114,2016/7,TR1,1.4,5
50203120,INF09114,2016/7,TR1,1.5,2
50203120,INF09114,2016/7,TR1,1.6,2
50203120,INF09114,2016/7,TR1,1.7,5
50203120,INF09114,2016/7,TR1,1.8,2
50203120,INF09114,2016/7,TR1,1.9,5
50203120,INF09114,2016/7,TR1,2.1,5
50203120,INF09114,2016/7,TR1,2.2,4
50203120,INF09114,2016/7,TR1,2.3,2
50203120,INF09114,2016/7,TR1,2.4,2
50203120,INF09114,2016/7,TR1,2.5,2
50203120,INF09114,2016/7,TR1,3.1,5
50203120,INF09114,2016/7,TR1,3.2,5
50203120,INF09114,2016/7,TR1,3.3,5
50203120,INF09114,2016/7,TR1,3.4,5
50203120,INF09114,2016/7,TR1,4.1,2
50203120,SET09103,2016/7,TR1,1.1,4
50203120,SET09103,2016/7,TR1,1.2,5
50203120,SET09103,2016/7,TR1,1.3,2
50203120,SET09103,2016/7,TR1,1.4,5
50203120,SET09103,2016/7,TR1,1.5,4
50203120,SET09103,2016/7,TR1,1.6,5
50203120,SET09103,2016/7,TR1,1.7,2
50203120,SET09103,2016/7,TR1,1.8,4
50203120,SET09103,2016/7,TR1,1.9,5
50203120,SET09103,2016/7,TR1,2.1,5
50203120,SET09103,2016/7,TR1,2.2,5
50203120,SET09103,2016/7,TR1,2.3,4
50203120,SET09103,2016/7,TR1,2.4,5
50203120,SET09103,2016/7,TR1,2.5,4
50203120,SET09103,2016/7,TR1,3.1,5
50203120,SET09103,2016/7,TR1,3.2,2
50203120,SET09103,2016/7,TR1,3.3,5
50203120,SET09103,2016/7,TR1,3.4,2
50203120,SET09103,2016/7,TR1,4.1,5
50203146,CSN08101,2016/7,TR1,1.1,4
50203146,CSN08101,2016/7,TR1,1.2,2
50203146,CSN08101,2016/7,TR1,1.3,5
50203146,CSN08101,2016/7,TR1,1.4,5
50203146,CSN08101,2016/7,TR1,1.5,2
50203146,CSN08101,2016/7,TR1,1.6,5
50203146,CSN08101,2016/7,TR1,1.7,5
50203146,CSN08101,2016/7,TR1,1.8,4
50203146,CSN08101,2016/7,TR1,1.9,2
50203146,CSN08101,2016/7,TR1,2.1,5
50203146,CSN08101,2016/7,TR1,2.2,5
50203146,CSN08101,2016/7,TR1,2.3,4
50203146,CSN08101,2016/7,TR1,2.4,5
50203146,CSN08101,2016/7,TR1,2.5,4
50203146,CSN08101,2016/7,TR1,3.1,5
50203146,CSN08101,2016/7,TR1,3.2,5
50203146,CSN08101,2016/7,TR1,3.3,2
50203146,CSN08101,2016/7,TR1,3.4,5
50203146,CSN08101,2016/7,TR1,4.1,5
50203146,INF08104,2016/7,TR1,1.1,5
50203146,INF08104,2016/7,TR1,1.2,2
50203146,INF08104,2016/7,TR1,1.3,5
50203146,INF08104,2016/7,TR1,1.4,5
50203146,INF08104,2016/7,TR1,1.5,5
50203146,INF08104,2016/7,TR1,1.6,5
50203146,INF08104,2016/7,TR1,1.7,4
50203146,INF08104,2016/7,TR1,1.8,5
50203146,INF08104,2016/7,TR1,1.9,2
50203146,INF08104,2016/7,TR1,2.1,5
50203146,INF08104,2016/7,TR1,2.2,4
50203146,INF08104,2016/7,TR1,2.3,2
50203146,INF08104,2016/7,TR1,2.4,4
50203146,INF08104,2016/7,TR1,2.5,4
50203146,INF08104,2016/7,TR1,3.1,4
50203146,INF08104,2016/7,TR1,3.2,5
50203146,INF08104,2016/7,TR1,3.3,5
50203146,INF08104,2016/7,TR1,3.4,5
50203146,INF08104,2016/7,TR1,4.1,4
50203146,SET08115,2016/7,TR1,1.1,2
50203146,SET08115,2016/7,TR1,1.2,5
50203146,SET08115,2016/7,TR1,1.3,4
50203146,SET08115,2016/7,TR1,1.4,5
50203146,SET08115,2016/7,TR1,1.5,4
50203146,SET08115,2016/7,TR1,1.6,5
50203146,SET08115,2016/7,TR1,1.7,5
50203146,SET08115,2016/7,TR1,1.8,5
50203146,SET08115,2016/7,TR1,1.9,4
50203146,SET08115,2016/7,TR1,2.1,5
50203146,SET08115,2016/7,TR1,2.2,2
50203146,SET08115,2016/7,TR1,2.3,5
50203146,SET08115,2016/7,TR1,2.4,5
50203146,SET08115,2016/7,TR1,2.5,4
50203146,SET08115,2016/7,TR1,3.1,5
50203146,SET08115,2016/7,TR1,3.2,4
50203146,SET08115,2016/7,TR1,3.3,4
50203146,SET08115,2016/7,TR1,3.4,5
50203146,SET08115,2016/7,TR1,4.1,5
50203163,CSN08101,2016/7,TR1,1.1,4
50203163,CSN08101,2016/7,TR1,1.2,4
50203163,CSN08101,2016/7,TR1,1.3,2
50203163,CSN08101,2016/7,TR1,1.4,5
50203163,CSN08101,2016/7,TR1,1.5,5
50203163,CSN08101,2016/7,TR1,1.6,5
50203163,CSN08101,2016/7,TR1,1.7,5
50203163,CSN08101,2016/7,TR1,1.8,2
50203163,CSN08101,2016/7,TR1,1.9,4
50203163,CSN08101,2016/7,TR1,2.1,4
50203163,CSN08101,2016/7,TR1,2.2,2
50203163,CSN08101,2016/7,TR1,2.3,4
50203163,CSN08101,2016/7,TR1,2.4,5
50203163,CSN08101,2016/7,TR1,2.5,4
50203163,CSN08101,2016/7,TR1,3.1,4
50203163,CSN08101,2016/7,TR1,3.2,5
50203163,CSN08101,2016/7,TR1,3.3,2
50203163,CSN08101,2016/7,TR1,3.4,5
50203163,CSN08101,2016/7,TR1,4.1,4
50203163,INF08104,2016/7,TR1,1.1,4
50203163,INF08104,2016/7,TR1,1.2,5
50203163,INF08104,2016/7,TR1,1.3,2
50203163,INF08104,2016/7,TR1,1.4,5
50203163,INF08104,2016/7,TR1,1.5,5
50203163,INF08104,2016/7,TR1,1.6,5
50203163,INF08104,2016/7,TR1,1.7,4
50203163,INF08104,2016/7,TR1,1.8,5
50203163,INF08104,2016/7,TR1,1.9,5
50203163,INF08104,2016/7,TR1,2.1,5
50203163,INF08104,2016/7,TR1,2.2,2
50203163,INF08104,2016/7,TR1,2.3,5
50203163,INF08104,2016/7,TR1,2.4,4
50203163,INF08104,2016/7,TR1,2.5,5
50203163,INF08104,2016/7,TR1,3.1,4
50203163,INF08104,2016/7,TR1,3.2,5
50203163,INF08104,2016/7,TR1,3.3,5
50203163,INF08104,2016/7,TR1,3.4,5
50203163,INF08104,2016/7,TR1,4.1,5
50203163,SET08108,2016/7,TR1,1.1,4
50203163,SET08108,2016/7,TR1,1.2,5
50203163,SET08108,2016/7,TR1,1.3,4
50203163,SET08108,2016/7,TR1,1.4,2
50203163,SET08108,2016/7,TR1,1.5,5
50203163,SET08108,2016/7,TR1,1.6,2
50203163,SET08108,2016/7,TR1,1.7,5
50203163,SET08108,2016/7,TR1,1.8,2
50203163,SET08108,2016/7,TR1,1.9,5
50203163,SET08108,2016/7,TR1,2.1,5
50203163,SET08108,2016/7,TR1,2.2,5
50203163,SET08108,2016/7,TR1,2.3,5
50203163,SET08108,2016/7,TR1,2.4,5
50203163,SET08108,2016/7,TR1,2.5,5
50203163,SET08108,2016/7,TR1,3.1,2
50203163,SET08108,2016/7,TR1,3.2,5
50203163,SET08108,2016/7,TR1,3.3,5
50203163,SET08108,2016/7,TR1,3.4,5
50203163,SET08108,2016/7,TR1,4.1,5
50203292,CSN08101,2016/7,TR1,1.1,5
50203292,CSN08101,2016/7,TR1,1.2,2
50203292,CSN08101,2016/7,TR1,1.3,2
50203292,CSN08101,2016/7,TR1,1.4,5
50203292,CSN08101,2016/7,TR1,1.5,5
50203292,CSN08101,2016/7,TR1,1.6,5
50203292,CSN08101,2016/7,TR1,1.7,4
50203292,CSN08101,2016/7,TR1,1.8,5
50203292,CSN08101,2016/7,TR1,1.9,5
50203292,CSN08101,2016/7,TR1,2.1,5
50203292,CSN08101,2016/7,TR1,2.2,2
50203292,CSN08101,2016/7,TR1,2.3,5
50203292,CSN08101,2016/7,TR1,2.4,5
50203292,CSN08101,2016/7,TR1,2.5,5
50203292,CSN08101,2016/7,TR1,3.1,5
50203292,CSN08101,2016/7,TR1,3.2,5
50203292,CSN08101,2016/7,TR1,3.3,4
50203292,CSN08101,2016/7,TR1,3.4,2
50203292,CSN08101,2016/7,TR1,4.1,5
50203292,INF08104,2016/7,TR1,1.1,5
50203292,INF08104,2016/7,TR1,1.2,2
50203292,INF08104,2016/7,TR1,1.3,2
50203292,INF08104,2016/7,TR1,1.4,5
50203292,INF08104,2016/7,TR1,1.5,2
50203292,INF08104,2016/7,TR1,1.6,5
50203292,INF08104,2016/7,TR1,1.7,2
50203292,INF08104,2016/7,TR1,1.8,5
50203292,INF08104,2016/7,TR1,1.9,2
50203292,INF08104,2016/7,TR1,2.1,4
50203292,INF08104,2016/7,TR1,2.2,5
50203292,INF08104,2016/7,TR1,2.3,5
50203292,INF08104,2016/7,TR1,2.4,5
50203292,INF08104,2016/7,TR1,2.5,5
50203292,INF08104,2016/7,TR1,3.1,2
50203292,INF08104,2016/7,TR1,3.2,2
50203292,INF08104,2016/7,TR1,3.3,2
50203292,INF08104,2016/7,TR1,3.4,4
50203292,INF08104,2016/7,TR1,4.1,5
50203292,SET08108,2016/7,TR1,1.1,5
50203292,SET08108,2016/7,TR1,1.2,2
50203292,SET08108,2016/7,TR1,1.3,5
50203292,SET08108,2016/7,TR1,1.4,5
50203292,SET08108,2016/7,TR1,1.5,2
50203292,SET08108,2016/7,TR1,1.6,5
50203292,SET08108,2016/7,TR1,1.7,5
50203292,SET08108,2016/7,TR1,1.8,5
50203292,SET08108,2016/7,TR1,1.9,4
50203292,SET08108,2016/7,TR1,2.1,2
50203292,SET08108,2016/7,TR1,2.2,5
50203292,SET08108,2016/7,TR1,2.3,5
50203292,SET08108,2016/7,TR1,2.4,5
50203292,SET08108,2016/7,TR1,2.5,2
50203292,SET08108,2016/7,TR1,3.1,4
50203292,SET08108,2016/7,TR1,3.2,4
50203292,SET08108,2016/7,TR1,3.3,5
50203292,SET08108,2016/7,TR1,3.4,2
50203292,SET08108,2016/7,TR1,4.1,5
50203326,CSN08101,2016/7,TR1,1.1,5
50203326,CSN08101,2016/7,TR1,1.2,5
50203326,CSN08101,2016/7,TR1,1.3,5
50203326,CSN08101,2016/7,TR1,1.4,5
50203326,CSN08101,2016/7,TR1,1.5,5
50203326,CSN08101,2016/7,TR1,1.6,5
50203326,CSN08101,2016/7,TR1,1.7,5
50203326,CSN08101,2016/7,TR1,1.8,5
50203326,CSN08101,2016/7,TR1,1.9,2
50203326,CSN08101,2016/7,TR1,2.1,5
50203326,CSN08101,2016/7,TR1,2.2,4
50203326,CSN08101,2016/7,TR1,2.3,5
50203326,CSN08101,2016/7,TR1,2.4,5
50203326,CSN08101,2016/7,TR1,2.5,2
50203326,CSN08101,2016/7,TR1,3.1,2
50203326,CSN08101,2016/7,TR1,3.2,5
50203326,CSN08101,2016/7,TR1,3.3,5
50203326,CSN08101,2016/7,TR1,3.4,2
50203326,CSN08101,2016/7,TR1,4.1,5
50203326,INF08104,2016/7,TR1,1.1,5
50203326,INF08104,2016/7,TR1,1.2,5
50203326,INF08104,2016/7,TR1,1.3,5
50203326,INF08104,2016/7,TR1,1.4,5
50203326,INF08104,2016/7,TR1,1.5,5
50203326,INF08104,2016/7,TR1,1.6,4
50203326,INF08104,2016/7,TR1,1.7,5
50203326,INF08104,2016/7,TR1,1.8,4
50203326,INF08104,2016/7,TR1,1.9,5
50203326,INF08104,2016/7,TR1,2.1,5
50203326,INF08104,2016/7,TR1,2.2,5
50203326,INF08104,2016/7,TR1,2.3,5
50203326,INF08104,2016/7,TR1,2.4,5
50203326,INF08104,2016/7,TR1,2.5,5
50203326,INF08104,2016/7,TR1,3.1,5
50203326,INF08104,2016/7,TR1,3.2,5
50203326,INF08104,2016/7,TR1,3.3,4
50203326,INF08104,2016/7,TR1,3.4,5
50203326,INF08104,2016/7,TR1,4.1,5
50203326,SET08108,2016/7,TR1,1.1,5
50203326,SET08108,2016/7,TR1,1.2,5
50203326,SET08108,2016/7,TR1,1.3,4
50203326,SET08108,2016/7,TR1,1.4,5
50203326,SET08108,2016/7,TR1,1.5,4
50203326,SET08108,2016/7,TR1,1.6,5
50203326,SET08108,2016/7,TR1,1.7,5
50203326,SET08108,2016/7,TR1,1.8,4
50203326,SET08108,2016/7,TR1,1.9,4
50203326,SET08108,2016/7,TR1,2.1,5
50203326,SET08108,2016/7,TR1,2.2,4
50203326,SET08108,2016/7,TR1,2.3,4
50203326,SET08108,2016/7,TR1,2.4,5
50203326,SET08108,2016/7,TR1,2.5,5
50203326,SET08108,2016/7,TR1,3.1,5
50203326,SET08108,2016/7,TR1,3.2,5
50203326,SET08108,2016/7,TR1,3.3,4
50203326,SET08108,2016/7,TR1,3.4,4
50203326,SET08108,2016/7,TR1,4.1,5
50203453,CSN08101,2016/7,TR1,1.1,5
50203453,CSN08101,2016/7,TR1,1.2,2
50203453,CSN08101,2016/7,TR1,1.3,5
50203453,CSN08101,2016/7,TR1,1.4,2
50203453,CSN08101,2016/7,TR1,1.5,5
50203453,CSN08101,2016/7,TR1,1.6,2
50203453,CSN08101,2016/7,TR1,1.7,5
50203453,CSN08101,2016/7,TR1,1.8,5
50203453,CSN08101,2016/7,TR1,1.9,5
50203453,CSN08101,2016/7,TR1,2.1,5
50203453,CSN08101,2016/7,TR1,2.2,4
50203453,CSN08101,2016/7,TR1,2.3,2
50203453,CSN08101,2016/7,TR1,2.4,4
50203453,CSN08101,2016/7,TR1,2.5,5
50203453,CSN08101,2016/7,TR1,3.1,2
50203453,CSN08101,2016/7,TR1,3.2,5
50203453,CSN08101,2016/7,TR1,3.3,5
50203453,CSN08101,2016/7,TR1,3.4,4
50203453,CSN08101,2016/7,TR1,4.1,5
50203453,INF08104,2016/7,TR1,1.1,4
50203453,INF08104,2016/7,TR1,1.2,5
50203453,INF08104,2016/7,TR1,1.3,5
50203453,INF08104,2016/7,TR1,1.4,4
50203453,INF08104,2016/7,TR1,1.5,5
50203453,INF08104,2016/7,TR1,1.6,5
50203453,INF08104,2016/7,TR1,1.7,5
50203453,INF08104,2016/7,TR1,1.8,2
50203453,INF08104,2016/7,TR1,1.9,5
50203453,INF08104,2016/7,TR1,2.1,4
50203453,INF08104,2016/7,TR1,2.2,5
50203453,INF08104,2016/7,TR1,2.3,5
50203453,INF08104,2016/7,TR1,2.4,5
50203453,INF08104,2016/7,TR1,2.5,5
50203453,INF08104,2016/7,TR1,3.1,5
50203453,INF08104,2016/7,TR1,3.2,2
50203453,INF08104,2016/7,TR1,3.3,2
50203453,INF08104,2016/7,TR1,3.4,5
50203453,INF08104,2016/7,TR1,4.1,4
50203453,SET08108,2016/7,TR1,1.1,5
50203453,SET08108,2016/7,TR1,1.2,2
50203453,SET08108,2016/7,TR1,1.3,5
50203453,SET08108,2016/7,TR1,1.4,5
50203453,SET08108,2016/7,TR1,1.5,5
50203453,SET08108,2016/7,TR1,1.6,5
50203453,SET08108,2016/7,TR1,1.7,5
50203453,SET08108,2016/7,TR1,1.8,4
50203453,SET08108,2016/7,TR1,1.9,4
50203453,SET08108,2016/7,TR1,2.1,2
50203453,SET08108,2016/7,TR1,2.2,5
50203453,SET08108,2016/7,TR1,2.3,4
50203453,SET08108,2016/7,TR1,2.4,4
50203453,SET08108,2016/7,TR1,2.5,2
50203453,SET08108,2016/7,TR1,3.1,5
50203453,SET08108,2016/7,TR1,3.2,4
50203453,SET08108,2016/7,TR1,3.3,5
50203453,SET08108,2016/7,TR1,3.4,5
50203453,SET08108,2016/7,TR1,4.1,5
50203800,CSN08101,2016/7,TR1,1.1,5
50203800,CSN08101,2016/7,TR1,1.2,4
50203800,CSN08101,2016/7,TR1,1.3,5
50203800,CSN08101,2016/7,TR1,1.4,5
50203800,CSN08101,2016/7,TR1,1.5,5
50203800,CSN08101,2016/7,TR1,1.6,5
50203800,CSN08101,2016/7,TR1,1.7,5
50203800,CSN08101,2016/7,TR1,1.8,5
50203800,CSN08101,2016/7,TR1,1.9,5
50203800,CSN08101,2016/7,TR1,2.1,2
50203800,CSN08101,2016/7,TR1,2.2,5
50203800,CSN08101,2016/7,TR1,2.3,5
50203800,CSN08101,2016/7,TR1,2.4,5
50203800,CSN08101,2016/7,TR1,2.5,5
50203800,CSN08101,2016/7,TR1,3.1,5
50203800,CSN08101,2016/7,TR1,3.2,5
50203800,CSN08101,2016/7,TR1,3.3,5
50203800,CSN08101,2016/7,TR1,3.4,5
50203800,CSN08101,2016/7,TR1,4.1,4
50203800,INF08104,2016/7,TR1,1.1,5
50203800,INF08104,2016/7,TR1,1.2,2
50203800,INF08104,2016/7,TR1,1.3,2
50203800,INF08104,2016/7,TR1,1.4,5
50203800,INF08104,2016/7,TR1,1.5,5
50203800,INF08104,2016/7,TR1,1.6,2
50203800,INF08104,2016/7,TR1,1.7,5
50203800,INF08104,2016/7,TR1,1.8,4
50203800,INF08104,2016/7,TR1,1.9,5
50203800,INF08104,2016/7,TR1,2.1,5
50203800,INF08104,2016/7,TR1,2.2,5
50203800,INF08104,2016/7,TR1,2.3,4
50203800,INF08104,2016/7,TR1,2.4,2
50203800,INF08104,2016/7,TR1,2.5,2
50203800,INF08104,2016/7,TR1,3.1,4
50203800,INF08104,2016/7,TR1,3.2,5
50203800,INF08104,2016/7,TR1,3.3,2
50203800,INF08104,2016/7,TR1,3.4,5
50203800,INF08104,2016/7,TR1,4.1,4
50203800,SET08115,2016/7,TR1,1.1,5
50203800,SET08115,2016/7,TR1,1.2,5
50203800,SET08115,2016/7,TR1,1.3,2
50203800,SET08115,2016/7,TR1,1.4,5
50203800,SET08115,2016/7,TR1,1.5,5
50203800,SET08115,2016/7,TR1,1.6,5
50203800,SET08115,2016/7,TR1,1.7,2
50203800,SET08115,2016/7,TR1,1.8,5
50203800,SET08115,2016/7,TR1,1.9,5
50203800,SET08115,2016/7,TR1,2.1,2
50203800,SET08115,2016/7,TR1,2.2,4
50203800,SET08115,2016/7,TR1,2.3,4
50203800,SET08115,2016/7,TR1,2.4,4
50203800,SET08115,2016/7,TR1,2.5,5
50203800,SET08115,2016/7,TR1,3.1,5
50203800,SET08115,2016/7,TR1,3.2,5
50203800,SET08115,2016/7,TR1,3.3,5
50203800,SET08115,2016/7,TR1,3.4,4
50203800,SET08115,2016/7,TR1,4.1,4
50204016,CSN08101,2016/7,TR1,1.1,4
50204016,CSN08101,2016/7,TR1,1.2,5
50204016,CSN08101,2016/7,TR1,1.3,2
50204016,CSN08101,2016/7,TR1,1.4,5
50204016,CSN08101,2016/7,TR1,1.5,4
50204016,CSN08101,2016/7,TR1,1.6,2
50204016,CSN08101,2016/7,TR1,1.7,5
50204016,CSN08101,2016/7,TR1,1.8,5
50204016,CSN08101,2016/7,TR1,1.9,5
50204016,CSN08101,2016/7,TR1,2.1,5
50204016,CSN08101,2016/7,TR1,2.2,5
50204016,CSN08101,2016/7,TR1,2.3,2
50204016,CSN08101,2016/7,TR1,2.4,5
50204016,CSN08101,2016/7,TR1,2.5,2
50204016,CSN08101,2016/7,TR1,3.1,5
50204016,CSN08101,2016/7,TR1,3.2,5
50204016,CSN08101,2016/7,TR1,3.3,4
50204016,CSN08101,2016/7,TR1,3.4,2
50204016,CSN08101,2016/7,TR1,4.1,5
50204016,INF08104,2016/7,TR1,1.1,4
50204016,INF08104,2016/7,TR1,1.2,5
50204016,INF08104,2016/7,TR1,1.3,5
50204016,INF08104,2016/7,TR1,1.4,2
50204016,INF08104,2016/7,TR1,1.5,4
50204016,INF08104,2016/7,TR1,1.6,2
50204016,INF08104,2016/7,TR1,1.7,5
50204016,INF08104,2016/7,TR1,1.8,4
50204016,INF08104,2016/7,TR1,1.9,5
50204016,INF08104,2016/7,TR1,2.1,5
50204016,INF08104,2016/7,TR1,2.2,4
50204016,INF08104,2016/7,TR1,2.3,5
50204016,INF08104,2016/7,TR1,2.4,5
50204016,INF08104,2016/7,TR1,2.5,5
50204016,INF08104,2016/7,TR1,3.1,5
50204016,INF08104,2016/7,TR1,3.2,4
50204016,INF08104,2016/7,TR1,3.3,2
50204016,INF08104,2016/7,TR1,3.4,2
50204016,INF08104,2016/7,TR1,4.1,5
50204016,SET08108,2016/7,TR1,1.1,5
50204016,SET08108,2016/7,TR1,1.2,5
50204016,SET08108,2016/7,TR1,1.3,2
50204016,SET08108,2016/7,TR1,1.4,4
50204016,SET08108,2016/7,TR1,1.5,4
50204016,SET08108,2016/7,TR1,1.6,4
50204016,SET08108,2016/7,TR1,1.7,5
50204016,SET08108,2016/7,TR1,1.8,5
50204016,SET08108,2016/7,TR1,1.9,5
50204016,SET08108,2016/7,TR1,2.1,2
50204016,SET08108,2016/7,TR1,2.2,5
50204016,SET08108,2016/7,TR1,2.3,5
50204016,SET08108,2016/7,TR1,2.4,2
50204016,SET08108,2016/7,TR1,2.5,4
50204016,SET08108,2016/7,TR1,3.1,2
50204016,SET08108,2016/7,TR1,3.2,5
50204016,SET08108,2016/7,TR1,3.3,2
50204016,SET08108,2016/7,TR1,3.4,4
50204016,SET08108,2016/7,TR1,4.1,5
50204028,CSN08112,2016/7,TR1,1.1,2
50204028,CSN08112,2016/7,TR1,1.2,4
50204028,CSN08112,2016/7,TR1,1.3,5
50204028,CSN08112,2016/7,TR1,1.4,4
50204028,CSN08112,2016/7,TR1,1.5,2
50204028,CSN08112,2016/7,TR1,1.6,5
50204028,CSN08112,2016/7,TR1,1.7,5
50204028,CSN08112,2016/7,TR1,1.8,5
